date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:19	193536/193536	---M--	200	added ('OK')	text/css	date:Wed,%2018%20May%202022%2007:36:20%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/css/main.css	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/css/main.css	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:20	63030/63030	---M--	200	added ('OK')	text/css	date:Sun,%2008%20May%202022%2009:36:03%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/css/responsive.css	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/css/responsive.css	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:20	5708/5708	---M--	200	added ('OK')	text/css	date:Sun,%2003%20Oct%202021%2007:26:20%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/css/mega-menu.css	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/css/mega-menu.css	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:22	12520/12520	---MC-	200	added ('OK')	text/css	date:Wed,%2022%20Feb%202023%2009:06:21%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/css/website-color.php?primary_color=0066FF&secondary_color=F16001&footer_background_color=001B61&copyright_background_color=003A91&breadcrumb_overlay_color=001B61&breadcrumb_overlay_opacity=0.50	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/css/website-colore4a7.css	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:22	47648/47648	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202022%2006:18:39%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/newsletter-section/6281ecbf6c79d.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/newsletter-section/6281ecbf6c79d.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:23	22919/22919	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:23%20GMT	https://codecanyon.kreativdev.com/coursela/demo/user/login	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/user/login.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:24	23167/23167	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:24%20GMT	https://codecanyon.kreativdev.com/coursela/demo/user/signup	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/user/signup.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:25	46672/46672	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:25%20GMT	https://codecanyon.kreativdev.com/coursela/demo/courses	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/courses.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:26	37669/37669	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:26%20GMT	https://codecanyon.kreativdev.com/coursela/demo/instructors	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/instructors.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:27	23183/23183	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:27%20GMT	https://codecanyon.kreativdev.com/coursela/demo/about	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/about.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:28	23102/23102	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:28%20GMT	https://codecanyon.kreativdev.com/coursela/demo/terms-&-conditions	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/terms-&-conditions.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:29	32882/32882	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:29%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:30	27791/27791	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:30%20GMT	https://codecanyon.kreativdev.com/coursela/demo/faq	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/faq.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:31	25617/25617	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:31%20GMT	https://codecanyon.kreativdev.com/coursela/demo/contact	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/contact.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:33	187610/187610	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2009:59:26%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/hero-section/627f7d7e9ce5c.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/hero-section/627f7d7e9ce5c.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:33	36028/36028	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:33%20GMT	https://codecanyon.kreativdev.com/coursela/demo/courses?category=software-development	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/courses4d30.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:34	33831/33831	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:34%20GMT	https://codecanyon.kreativdev.com/coursela/demo/courses?category=web-design	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/courses6def.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:35	33932/33932	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:35%20GMT	https://codecanyon.kreativdev.com/coursela/demo/courses?category=digital-marketting	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/courses67e4.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:36	30094/30094	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:36%20GMT	https://codecanyon.kreativdev.com/coursela/demo/courses?category=personal-development	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/courses66e0.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:38	205756/205756	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Dec%202021%2011:32:18%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/action-section/61a6fe5929b63.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/action-section/61a6fe5929b63.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:38	59412/59412	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:38%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:39	50439/50439	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:39%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/build-landing-page-website-with-html-css-javascript	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/build-landing-page-website-with-html-css-javascript.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:41	57802/57802	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:40%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/mobile-app-development-with-react-native-hybrid-mobile-app	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/mobile-app-development-with-react-native-hybrid-mobile-app.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:41	57740/57740	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:41%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/full-stack-web-development-course---html-css-js-php	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/full-stack-web-development-course---html-css-js-php.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:43	84287/84287	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2006:41:12%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/1633502472.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/1633502472.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:45	198557/198557	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Dec%202021%2011:32:18%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/fact-section/61befc8312cee.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/fact-section/61befc8312cee.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:45	155589/155589	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Dec%202021%2012:00:14%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/61bf1ed024d95.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/61bf1ed024d95.png	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:47	152819/152819	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2014:08:14%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/popups/6283ac4e5c055.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/popups/6283ac4e5c055.png	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:47	432805/432805	---M--	200	added ('OK')	image/png	date:Tue,%2017%20May%202022%2014:10:41%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/popups/6283ace1d2dd0.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/popups/6283ace1d2dd0.png	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:47	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:47%20GMT	https://codecanyon.kreativdev.com/coursela/demo/codecanyon.kreativdev.com/coursela/terms-&-conditions	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/codecanyon.kreativdev.com/coursela/terms-&-conditions.2c.delayed	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:48	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:48%20GMT	https://codecanyon.kreativdev.com/coursela/demo/codecanyon.kreativdev.com/coursela/contact	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/codecanyon.kreativdev.com/coursela/contact	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:49	30330/30330	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:49%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/morbi-in-sem-quis-dui-placerat-ornare.-pellentesque-odio-nisi	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/morbi-in-sem-quis-dui-placerat-ornare.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:50	30399/30399	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:50%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/donec-nec-justo-eget-felis-facilisis-fermentum.-aliquam-porttitor-mauris	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/donec-nec-justo-eget-felis-facilisis-fermentum.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:51	29385/29385	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:06:51%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/phasellus-ultrices-nulla-quis-nibh.-quisque-a-lectus	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/phasellus-ultrices-nulla-quis-nibh.html	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:53	97168/97168	---M--	200	added ('OK')	application/javascript	date:Sun,%2020%20Jun%202021%2010:50:34%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/jquery-1.12.4.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/jquery-1.12.4.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:53	8636/8636	---M--	200	added ('OK')	application/javascript	date:Fri,%2004%20May%202018%2000:11:04%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/modernizr-3.6.0.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/modernizr-3.6.0.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:54	21005/21005	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Oct%202021%2005:36:18%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/popper.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/popper.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:55	58072/58072	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Feb%202019%2014:47:50%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/bootstrap.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/bootstrap.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:56	42863/42863	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2009:46:48%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/slick.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/slick.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:57	35445/35445	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Sep%202018%2023:00:54%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/isotope-pkgd-3.0.6.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/isotope-pkgd-3.0.6.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:58	5594/5594	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Jan%202018%2005:53:36%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/imagesloaded.pkgd.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/imagesloaded.pkgd.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:06:59	20216/20216	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Jun%202017%2008:11:48%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/jquery.magnific-popup.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/jquery.magnific-popup.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:00	42766/42766	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2003:22:08%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/owl-carousel.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/owl-carousel.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:01	2933/2933	---M--	200	added ('OK')	application/javascript	date:Sat,%2014%20Nov%202020%2012:18:12%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/jquery.nice-select.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/jquery.nice-select.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:02	8417/8417	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Oct%202021%2005:41:24%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/wow.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/wow.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:03	1069/1069	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Oct%202021%2005:42:00%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/jquery.counterup.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/jquery.counterup.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:04	8044/8044	---M--	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2015:35:48%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/waypoints.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/waypoints.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:05	5544/5544	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Jan%202021%2005:59:30%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/toastr.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/toastr.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:07	86724/86724	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Nov%202021%2012:01:46%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/datatables-1.10.23.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/datatables-1.10.23.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:07	4371/4371	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Oct%202021%2006:57:30%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/datatables.bootstrap4.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/datatables.bootstrap4.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:09	135517/135517	---M--	200	added ('OK')	application/javascript	date:Sun,%2008%20May%202022%2010:19:34%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/highlight.pack.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/highlight.pack.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:10	5704/5704	---M--	200	added ('OK')	application/javascript	date:Wed,%2011%20Aug%202021%2012:59:12%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/jquery-syotimer.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/jquery-syotimer.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:10	253683/253683	---M--	200	added ('OK')	application/javascript	date:Sun,%2007%20Feb%202021%2007:05:48%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/jquery-ui.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/jquery-ui.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:11	7607/7607	---M--	200	added ('OK')	application/javascript	date:Sat,%2028%20Aug%202021%2009:29:40%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/vanilla-lazyload.min.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/vanilla-lazyload.min.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:12	11434/11434	---M--	200	added ('OK')	application/javascript	date:Thu,%2019%20May%202022%2015:38:20%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/main.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/main.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:13	2375/2375	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20May%202022%2009:14:33%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/push-notification.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/push-notification.js	(from https://codecanyon.kreativdev.com/coursela/demo/)
12:07:15	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.eot	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:16	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.eot?	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400d41d.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:17	74700/74700	---M--	200	added ('OK')	font/woff2	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.woff2	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.woff2	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
